InsCode,InstrumentID,LatinSymbol,LatinName,CompanyCode,Symbol,Name,CIsin,DEven,Flow,LSoc30,CGdSVal,CGrValCot,YMarNSC,CComVal,CSecVal,CSoSecVal,YVal
3427503698999958,IRR7SOLP0101,SOLX1,Soliran -R,SOLP,فسلیرح,ح.سوليران‌,IRR7SOLP0106,20200930,4,سوليران‌,A,L1,NO,7,28 ,2811,404
3453027360500664,IRB3SS330051,S33Q1,SSI-IJR3-SPH210814,SS33,شستا003,اجاره تامين اجتماعي-سپهر000523,IRB3SS330055,20221212,2,اجاره شستا-بخش3-سپهر14000523,A,17,NO,4,69 ,6910,306
3454456635278563,IRXZXOCI0026,XOC26,IFB Equel Weithed,IDXS,کل هم وزن فرابورس6,شاخص كل هم وزن فرابورس,IRXZXOCI0024,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
3472444501310727,IRO1TODR0001,TODR1,Tolid Daru,TODR,دتولی,توليدارو,IRO1TODR0007,20081126,1,توليدارو,A,N4,NO,4,44 ,4424,300
3490763436807651,IRB1QM080001,QM8Q1,Quotes 08,QM08,مظنه8,مظنه پذيره8- اوراق منفعت دولت,IRB1QM080007,20220525,2,مظنه پذيره نويسي اوراق دولتي8,A,18,NO,4,69 ,6946,402
3492952121304423,IRO3PKDZ0001,PKDZ1,Pakdis Company,PKDZ,غدیس,پاكديس,IRO3PKDZ0003,20230819,2,پاكديس,A,1Z,NO,1,42 ,4254,303
3493306453706327,IRO1SHOY0001,SHOY1,Behshahr Ind.,SHOY,شوینده,مديريت صنعت شوينده ت.ص.بهشهر,IRO1SHOY0005,20230819,1,مديريت صنعت شوينده ت.ص.بهشهر,A,N1,NO,3,44 ,4424,300
3505675353152597,IRR1SORB0101,SORX1,N. I. L. Z.-R,SORB,فسربح,ح . ملي‌ سرب‌وروي‌ ايران‌,IRR1SORB0102,20230111,1,ملي‌ سرب‌وروي‌ ايران‌,A,N1,NO,3,27 ,2720,400
3542690854557886,IRO5KLSS0001,KLSS1,Kia Eled. Shargh,KLSS,کیا,كيا الكترود شرق,IRO5KLSS0007,20230123,2,كيا الكترود شرق,A,V1,NO,9,28 ,2899,313
3576992542663284,IRO3ZF020001,ZF021,Ijad mohit Co.,ZF02,ایجاد محیط,ايجاد محيط,IRO3ZF020002,20180721,2,ايجاد محيط,A,Z1,NO,5,70 ,7010,303
3577388800305243,IRB3TB950381,TB951,TreasuryBill241111,TB95,اخزا001,اسنادخزانه-م1بودجه00-030821,IRB3TB950389,20220906,2,اسنادخزانه اسلامي-م1بودجه1400,A,I1,NO,4,69 ,6940,306
3615666621538524,IRX6X43T0006,X43T6,Index Group 43,IDXS,43-مواد دارویی6,43-مواد دارويي,IRX6X43T0007,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
3623921205367364,IRO1DMVN0001,DMVN1,Damavand Min.,DMVN,کدما,معدني‌ دماوند,IRO1DMVN0009,20230819,1,معدني‌ دماوند,A,N2,NO,5,13 ,1320,300
3641651712782169,IRB3TB9002B1,TB901,TreasuryBill240207,TB90,اخزا915,اسنادخزانه-م15بودجه99-021118,IRB3TB9002B0,20220906,2,اسنادخزانه اسلامي-م15بودجه1399,A,I1,NO,4,69 ,6940,306
3654864906585643,IRO1TKNO0001,TKNO1,Technotar,TKNO,تکنو,تكنوتار,IRO1TKNO0002,20230819,1,تكنوتار,A,N2,NO,5,29 ,2912,300
3679885359158219,IRR1SAKH0101,SAKX1,Iran Const. Inv-R,SAKH,وساختح,ح . سرمايه‌ گذاري‌ ساختمان‌,IRR1SAKH0109,20171213,1,سرمايه گذاري ساختمان ايران,A,N1,NO,1,70 ,7099,400
3681415009616010,IRO1LYZD0001,LYZD1,Yazd Tire,LYZD,پیزد,مجتمع‌صنايع‌لاستيك‌يزد,IRO1LYZD0003,20091103,1,مجتمع‌صنايع‌لاستيك‌يزد,A,N2,NO,5,29 ,2915,300
3692443157966617,IROCTB110041,0T041,TB11-933566C170621,TB11,اخزا11خ4,اختيارخ اخزا11-933566-960331,IROCTB110040,20170419,2,اسناد خزانه اسلامي960724,A,41,NO,8,69 ,6940,322
3715246194918044,IRB3KORZ9821,KORQ1,Siman Kord. 22%,KORZ,سکرد98,مشاركت سيمان كردستان980219,IRB3KORZ9824,20221212,2,مشاركت سيمان كردستان980219,A,17,NO,4,69 ,6923,306
3722699128879020,IRO1TAYD0001,TAYD1,Tidewater,TAYD,حتاید,تايدواترخاورميانه,IRO1TAYD0004,20230819,1,تايدواترخاورميانه‌,A,N1,NO,1,60 ,6003,300
3724461228711185,IRO1GENR0001,GENR1,General,GENR,لجرال,جنرال‌,IRO1GENR0002,20081126,1,جنرال‌,A,N4,NO,4,29 ,2930,300
3727693296236633,IRR1SAMA0101,SAMX1,Ama-R,SAMA,فاماح,ح . صنعتي‌ آما,IRR1SAMA0104,20171213,1,صنعتي‌ آما,A,N1,NO,3,28 ,2899,400
3823146019192598,IRR3SHHZ0101,SHHX1,Shahdab Khorasan-R,SHHZ,غشهدابح,ح. كشت و صنعت شهداب ناب خراسان,IRR3SHHZ0103,20220418,2,كشت و صنعت شهداب ناب خراسان,A,1Z,NO,1,42 ,4249,403
3823243780502959,IRO1TKIN0001,TKIN1,Techinco,TKIN,رتکو,كنترل‌خوردگي‌تكين‌كو,IRO1TKIN0000,20220702,1,كنترل‌خوردگي‌تكين‌كو,A,N2,NO,5,74 ,7422,300
3826561665587230,IRO6MELZ9761,TM081,Melli Mortgage1809,MELZ,تملی706,تسهيلات مسكن ب. ملي-شهريور97,IRO6MELZ9762,20230702,2,تسهيلات مسكن بانك ملي ايران,A,M1,NO,4,59 ,5910,307
3833483672193514,IRO7SMGP0001,SMGP1,Simorgh Co.,SMGP,سیمرغ,سيمرغ,IRO7SMGP0003,20180721,2,سيمرغ,A,P1,NO,7,01 ,0141,309
3839324986781871,IRO3TASZ0001,TASZ1,Tapsi,TASZ,تپسی,پيشگامان فن آوري و دانش آراميس,IRO3TASZ0004,20230819,2,پيشگامان فن آوري و دانش آراميس,A,Z1,NO,3,72 ,7220,303
3846143218462419,IRT1AFRN0001,AFRN1,Afra Namad ETF,AFRN,افران,صندوق س افرا نماد پايدار-ثابت,IRT1AFRN0006,20230703,1,صندوق س افرا نماد پايدار-ثابت,A,H1,NO,4,68 ,6812,305
3852548583453231,IRR1GMEL0101,GMEX1,Melli Ind. Grp.-R,GMEL,وملیح,ح . گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,IRR1GMEL0101,20171213,1,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,A,N2,NO,5,19 ,1999,400
3863538898378476,IRO1MSKN0001,MSKN1,Housing Inv.,MSKN,ثمسکن,سرمايه‌گذاري‌ مسكن‌,IRO1MSKN0005,20230819,1,سرمايه‌گذاري‌ مسكن‌,A,N1,NO,1,70 ,7021,300
3893110467363738,IRR1NAFT0101,NAFX1,Oil Ind. Inv.-R,NAFT,ونفتح,ح . سرمايه‌گذاري‌ صنعت‌ نفت‌,IRR1NAFT0107,20200823,1,سرمايه‌گذاري صنعت‌نفت‌‌,A,N1,NO,1,23 ,2399,400
3894699865003304,IRB3TF080581,TF8Q1,TFardaIJRSEP261025,TF08,تابان08,اجاره تابان فردا سپهر14050803,IRB3TF080589,20230607,2,اجاره تابان فردا سپهر14050803,A,17,NO,4,69 ,6910,306
3917385912636499,IRXZXFIN0006,XFIN6,IFB Financial Indx,IDXS,مالی فرابورس6,شاخص مالي فرابورس,IRXZXFIN0006,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
3955137492069792,IRB3AT0106C1,AT011,Atieh St MRB280225,AT01,آتیه06,مرابحه فولاد آتيه 14061206,IRB3AT0106C8,20230607,2,مرابحه فولاد آتيه خاورميانه,A,17,NO,4,69 ,6911,306
3955332316338258,IRO3TOIZ0001,TOIZ1,Toba Inv.,TOIZ,وطوبی,سرمايه گذاري اقتصاد شهر طوبي,IRO3TOIZ0000,20230819,2,سرمايه گذاري اقتصاد شهر طوبي,A,1Z,NO,1,56 ,5699,303
3994823794687025,IRR7SHLP0101,SHLX1,Lordegan Petr-R,SHLP,شلردح,ح.كود شيميايي اوره لردگان,IRR7SHLP0105,20181216,4,كود شيميايي اوره لردگان,A,P1,NO,7,44 ,4412,404
3997755616402545,IRB4SF730241,S73Q1,SOV.MNF73SP230702,SF73,افاد73,منفعت دولت7-ش.خاص نوين0204,IRB4SF730241,20230607,2,منفعت دولت7-شرايط خاص نوين,A,17,NO,4,69 ,6946,706
4034432815122384,IROCTB110021,0T021,TB11-930781C170621,TB11,اخزا11خ2,اختيارخ اخزا11-930781-960331,IROCTB110024,20170419,2,اسناد خزانه اسلامي960724,A,41,NO,8,69 ,6940,322
4039883656662701,IRR1VLMT0101,VLMX1,Mellat Leasing-R,VLMT,ولملتح,ح . واسپاري ملت,IRR1VLMT0105,20230709,1,واسپاري ملت,A,N1,NO,3,58 ,5891,400
4144074544456596,IRB3TF0202C1,TF2Q1,TFardaIJRLOT240225,TF02,تابان02,اجاره تابان لوتوس14021206,IRB3TF0202C4,20230607,2,اجاره تابان فردا لوتوس 021206,A,17,NO,4,69 ,6910,306
4151098369137517,IRB3AN0106C1,AN011,ArianS MRB280317,AN01,آرین سلامت06,مرابحه آرين سلامت سينا061227,IRB3AN0106C1,20230607,2,آرين سلامت سينا0612,A,17,NO,4,69 ,6911,306
4159532151694984,IRO7FBSP0001,FBSP1,Mashad Packing,FBSP,فبستم,صنايع ‌بسته‌بندي‌ مشهد,IRO7FBSP0007,20230819,4,صنايع ‌بسته‌بندي‌ مشهد,A,P1,NO,7,28 ,2899,309
4168935911775744,IRB3SV030581,SV031,SabaTmIJRAMN261031,SV03,صبا52,اجاره صبا تامين امين14050809,IRB3SV030585,20230607,2,اجاره صبا تامين امين14050809,A,17,NO,4,69 ,6910,306
4202223580392187,IRR3CGRZ0101,CGRX1,Shomal Gharb Co-R,CGRZ,ثغربح,ح.شركت سرمايه گذاري مسكن شمالغ,IRR3CGRZ0100,20220418,2,شركت سرمايه گذاري مسكن شمالغرب,A,1Z,NO,1,70 ,7010,403
4208841225215712,IRR1PASH0101,PAHX1,Paksho-R,PASH,پاکشوح,ح . گروه صنعتي پاكشو,IRR1PASH0104,20201202,1,گروه صنعتي پاكشو,A,N2,NO,5,44 ,4424,400
4216536645718658,IRT1BERL0001,BERL1,Berelian ETF,BERL,برلیان,صندوق سرمايه گذاري برليان-سهام,IRT1BERL0008,20230227,1,صندوق سرمايه گذاري برليان-سهام,A,51,NO,4,68 ,6811,305
4247709727327181,IRO3KARZ0001,KARZ1,Kharazmi Info.,KARZ,مفاخر,توسعه فناوري اطلاعات خوارزمي,IRO3KARZ0004,20230819,2,توسعه فناوري اطلاعات خوارزمي,A,1Z,NO,1,72 ,7200,303
4267564158935326,IRO7BSOP0001,BSOP1,Ghand Bisotoon,BSOP,قیستو,شركت قند بيستون,IRO7BSOP0006,20230819,4,شركت قند بيستون,A,P1,NO,7,38 ,3842,309
4287217773498527,IRO3ZF600001,ZF601,Tolid Daroo,ZF60,تولیددارو,توليددارو,IRO3ZF600001,20180721,2,توليددارو,A,J1,NO,5,44 ,4424,303
4312836939310355,IRO6MELZ9891,TM231,Melli Mortgage1912,MELZ,تملی809,تسهيلات مسكن ب. ملي-آذر98,IRO6MELZ9895,20230702,2,تسهيلات مسكن بانك ملي ايران,A,M1,NO,4,59 ,5910,307
4316439542005697,IRO3MSKZ9591,MK751,Mortgage Right9509,MSKZ,تسه9509,امتياز تسهيلات مسكن آذرماه 95,IRO3MSKZ9596,20161214,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
4325911723150569,IRR1NSTH0101,NSTX1,Tehran Const.-R,NSTH,ثنوساح,ح . نوسازي‌وساختمان‌تهران‌,IRR1NSTH0105,20190220,1,نوسازي‌وساختمان‌تهران‌,A,N2,NO,5,70 ,7010,400
4329936651096718,IRO3ZF900001,ZF901,Noor Institute,ZF90,ونور,موسسه اعتباري نور,IRO3ZF900005,20140309,2,موسسه اعتباري نور,A,Z1,NO,5,57 ,5719,303
4338173689017034,IRB3GH019971,GH1Q1,Pa.Gharn MRB200922,GH01,قرن99,مرابحه پديده شيمي قرن990701,IRB3GH019978,20221212,2,اوراق مرابحه پديده شيمي قرن,A,17,NO,4,69 ,6911,306
4339000305241208,IRB4SG930181,G93Q1,SOV.GMR93.SP221031,SG93,اراد93,مرابحه عام دولت93-ش.خ010809,IRB4SG930188,20221212,2,مرابحه عام دولت93-ش.خاص0108,A,17,NO,4,69 ,6945,706
4351174618872221,IRR1SSHR0101,SSHX1,Shargh Cement-R,SSHR,سشرقح,ح . سيمان‌ شرق‌,IRR1SSHR0102,20171213,1,سيمان‌ شرق‌,A,N1,NO,1,53 ,5394,400
4369934250728330,IRO1ZARM0001,ZARM1,Zar Makaron,ZARM,غزر,صنعتي زر ماكارون,IRO1ZARM0004,20230819,1,صنعتي زر ماكارون,A,N2,NO,5,42 ,4249,300
4384288570322406,IRO1EXIR0001,EXIR1,Exir Pharm.,EXIR,دلر,داروسازي‌ اكسير,IRO1EXIR0008,20230819,1,داروسازي‌ اكسير,A,N2,NO,5,43 ,4323,300
4394160744086761,IRO3Z0050001,Z0051,Iran Alominay,Z005,آلومینا,آلوميناي ايران,IRO3Z0050006,20180721,2,آلوميناي ايران,A,Z1,NO,5,13 ,1320,303
4395741730355818,IRT3VC090001,VC091,Setare Bart VCF-VR,VC09,استارز,ص.ج.ستاره برتر20%تاديه,IRT3VC090001,20230515,2,ص.س.جسورانه ستاره برتر,A,T1,NO,4,68 ,6815,305
4444560651904989,IRB3PA010371,PA011,PersiaKh DPB241010,PA01,پرشیا03,خريد دين پرشيا خودرو 14030719,IRB3PA010379,20230607,2,پرشيا خودرو,A,17,NO,4,69 ,6949,306
4470657233334072,IRO1SKHS0001,SKHS1,Khash Cement,SKHS,سخاش,سيمان‌خاش‌,IRO1SKHS0007,20230819,1,سيمان‌خاش‌,A,N2,NO,5,53 ,5394,300
4487526310579037,IRR3IBKZ0101,IBKX1,Investment Bank-R,IBKZ,سمایهح,ح.بانك سرمايه,IRR3IBKZ0106,20180721,2,بانك سرمايه,A,Z1,NO,1,57 ,5719,403
4507558419857064,IRO3MACZ0001,MACZ1,Mahan Chicken,MACZ,زماهان,مجتمع توليد گوشت مرغ ماهان,IRO3MACZ0009,20230819,2,مجتمع توليد گوشت مرغ ماهان,A,1Z,NO,1,01 ,0141,303
4523009251964699,IRT3ZMRF0001,ZMRF1,Zomorod ETF,ZMRF,خورشید,صندوق س. طلوع تدبير پايا-د,IRT3ZMRF0006,20230813,2,ص.س.درآمدثابت طلوع تدبير پايا,A,1A,NO,4,68 ,6812,305
4528607775462304,IRO1SFNO0001,SFNO1,Siman Fars Noe,SFNO,سفانو,سيمان فارس نو,IRO1SFNO0000,20230819,1,سيمان فارس نو,A,N1,NO,3,53 ,5394,300
4548649177325855,IRR7SSUP0101,SSUX1,Shirin Sugar-R,SSUP,قشرینح,ح . قند شيرين خراسان,IRR7SSUP0101,20230325,4,صنعتي و كشاورزي شيرين خراسان,A,P1,NO,7,38 ,3842,404
4563413583000719,IRO1SDAB0001,SDAB1,Darab Cement,SDAB,ساراب,سيمان‌ داراب‌,IRO1SDAB0002,20230819,1,سيمان‌ داراب‌,A,N1,NO,3,53 ,5394,300
4614779520007780,IRO1ARDK0001,ARDK1,Ardekan Ceramic,ARDK,کسرا,سراميك‌هاي‌صنعتي‌اردكان‌,IRO1ARDK0002,20230819,1,سراميك‌هاي‌صنعتي‌اردكان‌,A,N1,NO,1,54 ,5491,300
4626686276232042,IRTKNAFS0001,NAFS1,Saba Gold ETF,NAFS,نفیس,صندوق س.پشتوانه طلاي صبا,IRTKNAFS0004,20230724,7,صندوق س.پشتوانه طلاي صبا,A,QS,NO,4,68 ,6811,380
4654922806626448,IRX6X70T0006,X70T6,Index Group 70,IDXS,70-انبوه سازی6,70-انبوه سازي,IRX6X70T0003,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
4659957480182399,IRB3SI2199B1,I21Q1,SOV.IJR2-TAM210206,SI21,اجاد21,اجاره دولتي آپرورش-تمدن991118,IRB3SI2199B8,20221212,2,اجاره دولتي آپرورش-تمدن991118,A,17,NO,4,69 ,6942,306
4675702494292805,IRB3EMAZ9461,EMAQ1,Mahan2 Company,EMAZ,ماهان2,اجاره ماهان2 سه ماهه 20 درصد,IRB3EMAZ9468,20140721,2,اجاره ماهان2 سه ماهه 20 درصد,A,Z1,NO,4,69 ,6910,306
4686607974846832,IRO7SFAP0001,SFAP1,Farsit Drood,SFAP,سفارود,كارخانه فارسيت درود,IRO7SFAP0008,20230819,4,كارخانه فارسيت درود,A,P1,NO,7,54 ,5495,309
4687803927401790,IRO7NLTP0001,NLTP1,Nilou Tile,NLTP,کنیلو,كاشي نيلو,IRO7NLTP0004,20230819,4,كاشي نيلو,A,L1,NO,7,49 ,4993,309
4696778151668001,IRB3MA0203B1,MA2Q1,Mehr OMD.IJR250130,MA02,مهان02,اجاره مهرآيندگان اميد0311,IRB3MA0203B0,20230607,2,اجاره توسعه مالي آيندگان اميد,A,17,NO,4,69 ,6910,306
4733285133017464,IRO1FKAS0001,FKAS1,Khorasan Steel Co.,FKAS,فخاس,فولاد خراسان,IRO1FKAS0009,20230819,1,فولاد خراسان,A,N2,NO,5,27 ,2710,300
4758266259250794,IRO1SZPO0001,SZPO1,Sazeh Pouyesh,SZPO,خپویش,سازه‌ پويش‌,IRO1SZPO0004,20230819,1,سازه‌ پويش‌,A,N2,NO,5,34 ,3430,300
4795530891409462,IRO3Z0350001,Z0351,Khavarmineh Lifein,Z035,بخاور,بيمه زندگي خاورميانه,IRO3Z0350000,20160315,2,بيمه زندگي خاورميانه,A,Z1,NO,5,66 ,6611,303
4850272661730246,IRO1ZRNM0001,ZRNM1,Zarnam Company,ZRNM,زرنام,گروه ص. پژوهشي فرهيختگان زرنام,IRO1ZRNM0009,20230819,1,گروه ص. پژوهشي فرهيختگان زرنام,A,N2,NO,5,42 ,4232,300
4867878792891354,IRR1SHHB0101,SHHX1,Shahab-R,SHHB,لشهابح,ح . شهاب‌,IRR1SHHB0103,20081126,1,شهاب‌,A,N4,NO,4,32 ,3230,400
4885314541377431,IRO3PBFZ0001,PBFZ1,FarabarPersianGulf,PBFZ,حپرتو,پرتو بار فرابر خليج فارس,IRO3PBFZ0002,20230819,2,پرتو بار فرابر خليج فارس,A,Z1,NO,3,60 ,6010,303
4901886287361309,IRO6MSKZ9981,MZ231,Mortgage Right9908,MSKZ,تسه9908,امتياز تسهيلات مسكن آبان99,IRO6MSKZ9981,20230717,2,بانك مسكن,A,M1,NO,4,59 ,5910,307
4942127026063388,IRO1BAMA0001,BAMA1,Bama,BAMA,کاما,باما,IRO1BAMA0001,20230819,1,باما,A,N1,NO,1,13 ,1320,300
4947476572410305,IRO1PICH0001,PICH1,Pichack,PICH,غپیچک,پيچك‌,IRO1PICH0002,20081126,1,پيچك‌,A,N4,NO,4,42 ,4212,300
5019865278498569,IRO3MSZ95031,MK691,BANK MASKAN,MSKZ,تسه9503,امتياز تسهيلات مسكن خرداد 95,IRO3MSZ95030,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
5054819322815158,IRO1MAGS0001,MAGS1,Magsal Agri.,MAGS,زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,IRO1MAGS0006,20230819,1,كشاورزي‌ ودامپروي‌ مگسال‌,A,N2,NO,5,01 ,0121,300
5126621656875241,IRB3TB530041,TB531,TreasuryBill210719,TB53,اخزا722,اسنادخزانه-م22بودجه97-000428,IRB3TB530041,20190608,2,اسنادخزانه اسلامي-م22بودجه1397,A,I1,NO,4,69 ,6940,306
5128151910501174,IRO7HFZP0001,HFZP1,Hafez Ins.,HFZP,وحافظ,بيمه حافظ,IRO7HFZP0002,20230819,4,بيمه حافظ,A,P1,NO,7,66 ,6603,309
5129610654133588,IRO3MSZ94121,MK661,BANK MASKAN,MSKZ,تسه9412,امتيازتسهيلات مسكن اسفندماه94,IRO3MSZ94124,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
5142626877687530,IRB3TB179791,TB171,TreasuryBill181217,TB17,اخزا605,اسنادخزانه-م5بودجه96-970926,IRB3TB179799,20180721,2,اسنادخزانه-م5بودجه96-970926,A,I1,NO,4,69 ,6940,306
5155664898275492,IRO3ZF530001,ZF531,Kowsar F.&C.,ZF53,وکوثر,مالي و اعتباري كوثر مركزي-حذف,IRO3ZF530000,20180721,2,مالي و اعتباري كوثر مركزي-حذف,A,Z1,NO,5,65 ,6519,303
5181039426047414,IRB3TB730231,TB731,TreasuryBill230612,TB73,اخزا819,اسنادخزانه-م19بودجه98-020322,IRB3TB730237,20220906,2,اسنادخزانه اسلامي-م19بودجه1398,A,I1,NO,4,69 ,6940,306
5187018329202415,IRO1PELC0001,PELC1,Pars Electric,PELC,لپارس,پارس‌ الكتريك‌,IRO1PELC0000,20230819,1,پارس‌ الكتريك‌,A,N2,NO,5,32 ,3230,300
5201689540063021,IRB3W0170271,W0171,PCC Sepah20231022,W017,گام020715,گواهي اعتبار مولد سپه0207,IRB3W0170277,20230607,2,گواهي اعتبار مولد سپه020730,A,17,NO,4,69 ,6922,306
5203880991539408,IRB3TB610071,TB611,TreasuryBill211011,TB61,اخزا807,اسنادخزانه-م7بودجه98-000719,IRB3TB610074,20191008,2,اسنادخزانه اسلامي-م7بودجه1398,A,I1,NO,4,69 ,6940,306
5208723461432451,IRO1LALZ0001,LALZ1,Alborz Tire,LALZ,پکیان,لاستيك‌البرز,IRO1LALZ0001,20090716,1,لاستيك‌البرز,A,N2,NO,5,25 ,2511,300
5289443384174453,IRR7SPRP0101,SPRX1,Shoko pars Co-R,SPRP,غشوکوح,ح . شوكو پارس,IRR7SPRP0109,20220412,4,شوكو پارس,A,P1,NO,7,42 ,4243,404
5301085788082941,IRB1QM090001,QM9Q1,Quotes 09,QM09,مظنه9,مظنه پذيره9- اوراق منفعت دولت,IRB1QM090006,20220525,2,مظنه پذيره نويسي اوراق دولتي9,A,18,NO,4,69 ,6946,402
5305844922895340,IRO3AVLZ0001,AVLZ1,Avicenna Labs.,AVLZ,داوه,داروسازي آوه سينا,IRO3AVLZ0007,20230819,2,داروسازي آوه سينا,A,1Z,NO,1,43 ,4323,303
5317427172344706,IRO3HEDZ0001,HEDZ1,HejratDistribution,HEDZ,هجرت,پخش هجرت,IRO3HEDZ0001,20230819,2,پخش هجرت,A,Z1,NO,3,43 ,4399,303
5325443374224010,IRO7NGJP0001,NGJP1,Negar Gostar Jolge,NGJP,کنگار,كاشي و سراميك نگار گستر جلگه,IRO7NGJP0003,20230819,4,كاشي و سراميك نگار گستر جلگه,A,C1,NO,7,49 ,4993,309
5375527828569577,IRO3MSZ93071,MK491,BANK MASKAN,MSKZ,تسه9307,امتيازتسهيلات مسكن مهرماه93,IRO3MSZ93076,20141026,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
5412524775617700,IRO3MSZ93021,MK441,BANK MASKAN,MSKZ,تسه9302,امتياز تسهيلات مسكن ارديبهشت93,IRO3MSZ93027,20140525,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
5427792638736934,IRO3FAAZ0001,FAAZ1,FKA AGRI&Husb,FAAZ,زفکا,كشت و دامداري فكا,IRO3FAAZ0000,20230819,2,كشت و دامداري فكا,A,1Z,NO,1,01 ,0121,303
5454781314262062,IRO1OS120001,OS121,Khozestan Inv.,OS12,وسخوز,شركت س استان خوزستان,IRO1OS120000,20230819,1,شركت س استان خوزستان,A,N2,NO,5,56 ,5699,300
5516102131364383,IRO3MNOZ0001,MNOZ1,Minoo Co.,MNOZ,غمینو,شركت صنايع غذايي مينو شرق,IRO3MNOZ0000,20230819,2,شركت صنايع غذايي مينو شرق,A,1Z,NO,1,42 ,4243,303
5547896159175454,IRB3TB6600B1,TB661,TreasuryBill220131,TB66,اخزا812,اسنادخزانه-م12بودجه98-001111,IRB3TB6600B4,20211222,2,اسنادخزانه اسلامي-م12بودجه1398,A,I1,NO,4,69 ,6940,306
5549857188372213,IRB3TB980361,TB981,TreasuryBill240916,TB98,اخزا005,اسنادخزانه-م5بودجه00-030626,IRB3TB980360,20220906,2,اسنادخزانه اسلامي-م5بودجه1400,A,I1,NO,4,69 ,6940,306
5550649038347558,IRR1FKAS0101,FKAX1,Khorasan Steel-R,FKAS,فخاسح,ح . فولاد خراسان,IRR1FKAS0101,20230628,1,فولاد خراسان,A,N2,NO,5,27 ,2710,400
5564768007356822,IRO3HRLZ0001,HRLZ1,Reyl Pardazseir,HRLZ,حریل,ريل پردازسير,IRO3HRLZ0006,20230819,2,ريل پردازسير,A,1Z,NO,1,60 ,6010,303
5599691633622269,IRO3MLIZ0001,MLIZ1,MiddleEast LifeINS,MLIZ,بخاور,بيمه زندگي خاورميانه,IRO3MLIZ0000,20230819,2,بيمه زندگي خاورميانه,A,1Z,NO,1,66 ,6601,303
5648656842888275,IRR1KSKA0101,KSKX1,Kaveh Paper-R,KSKA,چکاوهح,ح . صنايع‌كاغذسازي‌كاوه‌,IRR1KSKA0104,20220126,1,صنايع‌كاغذسازي‌كاوه‌,A,N2,NO,5,21 ,2101,400
5657981336716226,IRO6MSKZ9821,MZ051,Mortgage Right9802,MSKZ,تسه9802,امتياز تسهيلات مسكن ارديبهشت98,IRO6MSKZ9825,20210630,2,بانك مسكن,A,17,NO,4,59 ,5910,307
